"Description","JSON"
"An Improper Control of a Resource Through its Lifetime vulnerability in the Packet Forwarding Engine (PFE) of Juniper Networks Junos OS on MX Series allows an unauthenticated adjacent attacker to cause a Denial of Service (DoS). When there is a continuous mac move a memory corruption causes one or more FPCs to crash and reboot. These MAC moves can be between two local interfaces or between core/EVPN and local interface. The below error logs can be seen in PFE syslog when this issue happens: xss_event_handler(1071): EA[0:0]_PPE 46.xss[0] ADDR Error. ppe_error_interrupt(4298): EA[0:0]_PPE 46 Errors sync xtxn error xss_event_handler(1071): EA[0:0]_PPE 1.xss[0] ADDR Error. ppe_error_interrupt(4298): EA[0:0]_PPE 1 Errors sync xtxn error xss_event_handler(1071): EA[0:0]_PPE 2.xss[0] ADDR Error. This issue affects Juniper Networks Junos OS on MX Series: All versions prior to 15.1R7-S13; 19.1 versions prior to 19.1R3-S9; 19.2 versions prior to 19.2R3-S6; 19.3 versions prior to 19.3R3-S6; 19.4 versions prior to 19.4R2-S7, 19.4R3-S8; 20.1 version 20.1R1 and later versions; 20.2 versions prior to 20.2R3-S5; 20.3 versions prior to 20.3R3-S5; 20.4 versions prior to 20.4R3-S2; 21.1 versions prior to 21.1R3; 21.2 versions prior to 21.2R3; 21.3 versions prior to 21.3R2.","{""ROOTCAUSE"": ""Improper Control of a Resource Through its Lifetime"", ""WEAKNESS"": """", ""IMPACT"": ""Denial of Service (DoS)"", ""VECTOR"": ""adjacent attacker"", ""ATTACKER"": ""Juniper Networks Junos OS"", ""PRODUCT"": """", ""VERSION"": ""Packet Forwarding Engine (PFE)"", ""COMPONENT"": ""nan""}"
"An Improper Control of a Resource Through its Lifetime vulnerability in Packet Forwarding Engine (PFE) of Juniper Networks Junos OS and Junos OS Evolved allows unauthenticated adjacent attacker to cause a Denial of Service (DoS). In an EVPN-MPLS scenario, if MAC is learned locally on an access interface but later a request to delete is received indicating that the MAC was learnt remotely, this can lead to memory corruption which can result in line card crash and reload. This issue affects: Juniper Networks Junos OS All versions 17.3R1 and later versions prior to 19.2R3-S5; 19.3 versions prior to 19.3R3-S5; 19.4 versions prior to 19.4R2-S6, 19.4R3-S8; 20.1 version 20.1R1 and later versions; 20.2 versions prior to 20.2R3-S4; 20.3 versions prior to 20.3R3-S3; 20.4 versions prior to 20.4R3-S3; 21.1 versions prior to 21.1R3-S1; 21.2 versions prior to 21.2R3; 21.3 versions prior to 21.3R2; 21.4 versions prior to 21.4R1-S1, 21.4R2. Juniper Networks Junos OS Evolved All versions prior to 20.4R3-S3-EVO; 21.1-EVO version 21.1R1-EVO and later versions; 21.2-EVO versions prior to 21.2R3-EVO; 21.3-EVO versions prior to 21.3R2-EVO; 21.4-EVO versions prior to 21.4R1-S1-EVO, 21.4R2-EVO. This issue does not affect Juniper Networks Junos OS versions prior to 17.3R1.","{""ROOTCAUSE"": ""Improper Control of a Resource Through its Lifetime"", ""WEAKNESS"": """", ""IMPACT"": [""memory corruption"", ""Denial of Service (DoS)""], ""VECTOR"": ""unauthenticated adjacent attacker"", ""ATTACKER"": ""Juniper Networks Junos OS"", ""PRODUCT"": """", ""VERSION"": ""Packet Forwarding Engine (PFE)"", ""COMPONENT"": ""nan""}"
"A remote, unauthenticated attacker can send a specific crafted HTTP or HTTPS requests causing a buffer over-read resulting in a crash of the webserver of the CODESYS Control runtime system.","{""ROOTCAUSE"": ""buffer over-read"", ""WEAKNESS"": """", ""IMPACT"": ""crash"", ""VECTOR"": ""specific crafted HTTP or HTTPS requests"", ""ATTACKER"": ""remote unauthenticated attacker"", ""PRODUCT"": ""CODESYS Control runtime system"", ""VERSION"": """", ""COMPONENT"": ""webserver""}"
"A memory corruption issue was addressed with improved state management. This issue is fixed in macOS Monterey 12.3, Safari 15.4, watchOS 8.5, iOS 15.4 and iPadOS 15.4, tvOS 15.4. Processing maliciously crafted web content may lead to code execution.","{""ROOTCAUSE"": ""memory corruption"", ""WEAKNESS"": """", ""IMPACT"": ""code execution"", ""VECTOR"": ""maliciously crafted web content"", ""ATTACKER"": """", ""PRODUCT"": """", ""VERSION"": ""macOS Monterey 12.3"", ""COMPONENT"": ""nan""}"
"An out-of-bounds read was addressed with improved bounds checking. This issue is fixed in macOS Big Sur 11.6.5, macOS Monterey 12.3, Security Update 2022-003 Catalina. Processing a maliciously crafted AppleScript binary may result in unexpected application termination or disclosure of process memory.","{""ROOTCAUSE"": ""bounds checking"", ""WEAKNESS"": ""out-of-bounds read"", ""IMPACT"": ""unexpected application termination or disclosure of process memory"", ""VECTOR"": ""maliciously crafted AppleScript binary"", ""ATTACKER"": """", ""PRODUCT"": """", ""VERSION"": ""macOS Big Sur 11.6.5"", ""COMPONENT"": ""nan""}"
"Constructing audio sinks could have lead to a race condition when playing audio files and closing windows. This could have lead to a use-after-free causing a potentially exploitable crash. This vulnerability affects Firefox ESR < 91.5, Firefox < 96, and Thunderbird < 91.5.","{""ROOTCAUSE"": ""race condition when playing audio files and closing windows"", ""WEAKNESS"": ""use-after-free"", ""IMPACT"": ""potentially exploitable crash"", ""VECTOR"": """", ""ATTACKER"": """", ""PRODUCT"": ""Firefox"", ""VERSION"": """", ""COMPONENT"": ""nan""}"
"Mozilla developers Paul Adenot and the Mozilla Fuzzing Team reported memory safety bugs present in Firefox 96 and Firefox ESR 91.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 97, Thunderbird < 91.6, and Firefox ESR < 91.6.","{""ROOTCAUSE"": ""memory safety bugs"", ""WEAKNESS"": """", ""IMPACT"": ""arbitrary code"", ""VECTOR"": """", ""ATTACKER"": """", ""PRODUCT"": ""Firefox"", ""VERSION"": """", ""COMPONENT"": ""nan""}"
"Use after free in Chrome OS Shell in Google Chrome on Chrome OS prior to 103.0.5060.114 allowed a remote attacker who convinced a user to engage in specific user interactions to potentially exploit heap corruption via direct UI interactions.","{""ROOTCAUSE"": ""Use after free"", ""WEAKNESS"": """", ""IMPACT"": ""heap corruption"", ""VECTOR"": ""direct UI interactions"", ""ATTACKER"": ""remote attacker"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": """", ""COMPONENT"": ""Chrome OS Shell""}"
"Insufficient cleanup of passed-through device IRQs The management of IRQs associated with physical devices exposed to x86 HVM guests involves an iterative operation in particular when cleaning up after the guest's use of the device. In the case where an interrupt is not quiescent yet at the time this cleanup gets invoked, the cleanup attempt may be scheduled to be retried. When multiple interrupts are involved, this scheduling of a retry may get erroneously skipped. At the same time pointers may get cleared (resulting in a de-reference of NULL) and freed (resulting in a use-after-free), while other code would continue to assume them to be valid.","{""ROOTCAUSE"": ""Insufficient cleanup of passed-through device IRQs"", ""WEAKNESS"": """", ""IMPACT"": [""de-reference of NULL"", ""use-after-free""], ""VECTOR"": """", ""ATTACKER"": """", ""PRODUCT"": """", ""VERSION"": """", ""COMPONENT"": ""nan""}"
"Open Design Alliance Drawings SDK before 2022.12.1 mishandles the loading of JPG files. Unchecked input data from a crafted JPG file leads to memory corruption. An attacker can leverage this vulnerability to execute code in the context of the current process.","{""ROOTCAUSE"": ""Unchecked input data from a crafted JPG file"", ""WEAKNESS"": """", ""IMPACT"": ""memory corruption"", ""VECTOR"": ""crafted JPG file"", ""ATTACKER"": """", ""PRODUCT"": ""Open Design Alliance Drawings SDK"", ""VERSION"": ""before 2022.12.1"", ""COMPONENT"": ""nan""}"
"A CWE-190: Integer Overflow or Wraparound vulnerability exists that could cause heap-based buffer overflow, leading to denial of service and potentially remote code execution when an attacker sends multiple specially crafted messages. Affected Products: IGSS Data Server - IGSSdataServer.exe (Versions prior to V15.0.0.22073)","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": [""Integer Overflow or Wraparound"", ""heap-based buffer overflow""], ""IMPACT"": [""denial of service"", ""remote code execution""], ""VECTOR"": ""multiple specially crafted messages"", ""ATTACKER"": ""attacker"", ""PRODUCT"": ""IGSS Data Server"", ""VERSION"": """", ""COMPONENT"": ""IGSSdataServer.exe""}"
"In versions prior to 0.8.1, the linux-loader crate uses the offsets and sizes provided in the ELF headers to determine the offsets to read from. If those offsets point beyond the end of the file this could lead to Virtual Machine Monitors using the `linux-loader` crate entering an infinite loop if the ELF header of the kernel they are loading was modified in a malicious manner. This issue has been addressed in 0.8.1. The issue can be mitigated by ensuring that only trusted kernel images are loaded or by verifying that the headers do not point beyond the end of the file.","{""ROOTCAUSE"": ""Reading beyond EOF"", ""WEAKNESS"": """", ""IMPACT"": ""infinite loop"", ""VECTOR"": ""modified ELF header of the kernel"", ""ATTACKER"": """", ""PRODUCT"": ""linux-loader"", ""VERSION"": ""prior to 0.8.1"", ""COMPONENT"": ""nan""}"
"Helm is a tool for managing Charts, pre-configured Kubernetes resources. Versions prior to 3.10.3 are subject to Uncontrolled Resource Consumption, resulting in Denial of Service. Input to functions in the _strvals_ package can cause a stack overflow. In Go, a stack overflow cannot be recovered from. Applications that use functions from the _strvals_ package in the Helm SDK can have a Denial of Service attack when they use this package and it panics. This issue has been patched in 3.10.3. SDK users can validate strings supplied by users won't create large arrays causing significant memory usage before passing them to the _strvals_ functions.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": [""stack overflow"", ""Uncontrolled Resource Consumption""], ""IMPACT"": [""significant memory useage"", ""Denial of Service""], ""VECTOR"": ""Input to functions"", ""ATTACKER"": """", ""PRODUCT"": ""Helm"", ""VERSION"": ""prior to 3.10.3"", ""COMPONENT"": ""strvals package""}"
"PJSIP is a free and open source multimedia communication library written in C language implementing standard based protocols such as SIP, SDP, RTP, STUN, TURN, and ICE. Buffer overread is possible when parsing a specially crafted STUN message with unknown attribute. The vulnerability affects applications that uses STUN including PJNATH and PJSUA-LIB. The patch is available as a commit in the master branch (2.13.1).","{""ROOTCAUSE"": """", ""WEAKNESS"": ""Buffer overread"", ""IMPACT"": ""nan"", ""VECTOR"": ""specially crafted STUN message with unknown attribute"", ""ATTACKER"": """", ""PRODUCT"": ""PJSIP"", ""VERSION"": ""up to and including 2.11.1"", ""COMPONENT"": ""nan""}"
"PJSIP is a free and open source multimedia communication library written in C language implementing standard based protocols such as SIP, SDP, RTP, STUN, TURN, and ICE. This issue is similar to GHSA-9pfh-r8x4-w26w. Possible buffer overread when parsing a certain STUN message. The vulnerability affects applications that uses STUN including PJNATH and PJSUA-LIB. The patch is available as commit in the master branch.","{""ROOTCAUSE"": """", ""WEAKNESS"": ""buffer overread"", ""IMPACT"": ""nan"", ""VECTOR"": ""certain STUN message"", ""ATTACKER"": """", ""PRODUCT"": ""PJSIP"", ""VERSION"": ""up to and including 2.11.1"", ""COMPONENT"": ""nan""}"
"Tensorflow is an Open Source Machine Learning Framework. An attacker can craft a TFLite model that would cause an integer overflow in embedding lookup operations. Both `embedding_size` and `lookup_size` are products of values provided by the user. Hence, a malicious user could trigger overflows in the multiplication. In certain scenarios, this can then result in heap OOB read/write. Users are advised to upgrade to a patched version.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""integer overflow in embedding lookup operations"", ""IMPACT"": ""heap OOB read/write"", ""VECTOR"": ""TFLite model"", ""ATTACKER"": ""attacker"", ""PRODUCT"": ""Tensorflow"", ""VERSION"": """", ""COMPONENT"": ""nan""}"
"Tensorflow is an Open Source Machine Learning Framework. The `GraphDef` format in TensorFlow does not allow self recursive functions. The runtime assumes that this invariant is satisfied. However, a `GraphDef` containing a fragment such as the following can be consumed when loading a `SavedModel`. This would result in a stack overflow during execution as resolving each `NodeDef` means resolving the function itself and its nodes. The fix will be included in TensorFlow 2.8.0. We will also cherrypick this commit on TensorFlow 2.7.1, TensorFlow 2.6.3, and TensorFlow 2.5.3, as these are also affected and still in supported range.","{""ROOTCAUSE"": ""self recursive functions"", ""WEAKNESS"": """", ""IMPACT"": ""stack overflow"", ""VECTOR"": ""GraphDef containing a fragment"", ""ATTACKER"": """", ""PRODUCT"": ""Tensorflow"", ""VERSION"": """", ""COMPONENT"": ""nan""}"
"PJSIP is a free and open source multimedia communication library written in C language implementing standard based protocols such as SIP, SDP, RTP, STUN, TURN, and ICE. In versions up to and including 2.11.1 when in a dialog set (or forking) scenario, a hash key shared by multiple UAC dialogs can potentially be prematurely freed when one of the dialogs is destroyed . The issue may cause a dialog set to be registered in the hash table multiple times (with different hash keys) leading to undefined behavior such as dialog list collision which eventually leading to endless loop. A patch is available in commit db3235953baa56d2fb0e276ca510fefca751643f which will be included in the next release. There are no known workarounds for this issue.","{""ROOTCAUSE"": ""premature free of a hash key"", ""WEAKNESS"": """", ""IMPACT"": ""undefined behavior such as dialog list collision which eventually leading to endless loop"", ""VECTOR"": """", ""ATTACKER"": """", ""PRODUCT"": ""PJSIP"", ""VERSION"": ""up to and including 2.11.1"", ""COMPONENT"": ""nan""}"
"xrdp is an open source remote desktop protocol (RDP) server. In affected versions an integer underflow leading to a heap overflow in the sesman server allows any unauthenticated attacker which is able to locally access a sesman server to execute code as root. This vulnerability has been patched in version 0.9.18.1 and above. Users are advised to upgrade. There are no known workarounds.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""integer underflow"", ""IMPACT"": ""heap overflow"", ""VECTOR"": """", ""ATTACKER"": ""unauthenticated attacker"", ""PRODUCT"": ""xrdp"", ""VERSION"": """", ""COMPONENT"": ""sesman server""}"
"Use after free in WebGPU in Google Chrome prior to 100.0.4896.88 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.","{""ROOTCAUSE"": ""Use after free"", ""WEAKNESS"": """", ""IMPACT"": ""heap corruption"", ""VECTOR"": ""crafted HTML page"", ""ATTACKER"": ""remote attacker"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": """", ""COMPONENT"": ""WebGPU""}"
"An issue was discovered in AhciBusDxe in Insyde InsydeH2O with kernel 5.1 through 5.5. An SMM memory corruption vulnerability allows an attacker to write fixed or predictable data to SMRAM. Exploiting this issue could lead to escalating privileges to SMM.","{""ROOTCAUSE"": ""SMM memory corruption"", ""WEAKNESS"": """", ""IMPACT"": [""escalating privileges to SMM"", ""write fixed or predictable data to SMRAM""], ""VECTOR"": """", ""ATTACKER"": ""attacker"", ""PRODUCT"": ""Insyde InsydeH2O"", ""VERSION"": """", ""COMPONENT"": ""AhciBusDxe""}"
"An issue was discovered in NvmExpressDxe in Insyde InsydeH2O with kernel 5.1 through 5.5. An SMM memory corruption vulnerability allows an attacker to write fixed or predictable data to SMRAM. Exploiting this issue could lead to escalating privileges to SMM.","{""ROOTCAUSE"": ""SMM memory corruption"", ""WEAKNESS"": """", ""IMPACT"": [""escalating privileges to SMM"", ""write fixed or predictable data to SMRAM""], ""VECTOR"": """", ""ATTACKER"": ""attacker"", ""PRODUCT"": ""Insyde InsydeH2O"", ""VERSION"": """", ""COMPONENT"": ""NvmExpressDxe""}"
"This vulnerability allows remote attackers to execute arbitrary code on affected installations of Sante DICOM Viewer Pro 13.2.0.21165. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the parsing of JP2 files. The issue results from the lack of proper validation of user-supplied data, which can result in a memory corruption condition. An attacker can leverage this vulnerability to execute code in the context of the current process. Was ZDI-CAN-15105.","{""ROOTCAUSE"": ""lack of proper validation of user-supplied data"", ""WEAKNESS"": """", ""IMPACT"": ""memory corruption"", ""VECTOR"": ""malicious page or file"", ""ATTACKER"": ""remote attackers"", ""PRODUCT"": ""Sante DICOM Viewer Pro"", ""VERSION"": ""13.2.0.21165"", ""COMPONENT"": ""parsing of JP2 files""}"
"In HTMLDOC 1.9.14, an infinite loop in the gif_read_lzw function can lead to a pointer arbitrarily pointing to heap memory and resulting in a buffer overflow.","{""ROOTCAUSE"": ""infinite loop"", ""WEAKNESS"": [""pointer arbitrarily pointing to heap memory"", ""buffer overflow""], ""IMPACT"": ""nan"", ""VECTOR"": """", ""ATTACKER"": """", ""PRODUCT"": ""HTMLDOC"", ""VERSION"": ""1.9.14"", ""COMPONENT"": ""gif_read_lzw function""}"
"A CWE-190: Integer Overflow or Wraparound vulnerability exists that could cause heap-based buffer overflow, leading to denial of service and potentially remote code execution when an attacker sends multiple specially crafted messages. Affected Product: Interactive Graphical SCADA System Data Server (V15.0.0.22020 and prior)","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": [""Integer Overflow or Wraparound"", ""heap-based buffer overflow""], ""IMPACT"": [""denial of service"", ""remote code execution""], ""VECTOR"": ""multiple specially crafted messages"", ""ATTACKER"": ""attacker"", ""PRODUCT"": ""Interactive Graphical SCADA System Data Server"", ""VERSION"": ""V15.0.0.22020 and prior"", ""COMPONENT"": ""nan""}"
"A CWE-120: Buffer Copy without Checking Size of Input vulnerability exists that could cause a stack-based buffer overflow potentially leading to remote code execution when an attacker sends a specially crafted message. Affected Product: Interactive Graphical SCADA System Data Server (V15.0.0.22020 and prior)","{""ROOTCAUSE"": ""Buffer Copy without Checking Size of Input"", ""WEAKNESS"": ""stack-based buffer overflow"", ""IMPACT"": ""remote code execution"", ""VECTOR"": ""specially crafted message"", ""ATTACKER"": ""attacker"", ""PRODUCT"": ""Interactive Graphical SCADA System Data Server"", ""VERSION"": ""V15.0.0.22020 and prior"", ""COMPONENT"": ""nan""}"
"A CWE-125: Out-of-bounds Read vulnerability exists that could cause memory leaks potentially resulting in denial of service when an attacker repeatedly sends a specially crafted message. Affected Product: Interactive Graphical SCADA System Data Server (V15.0.0.22020 and prior)","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""Out-of-bounds Read"", ""IMPACT"": [""memory leaks"", ""denial of service""], ""VECTOR"": ""specially crafted message"", ""ATTACKER"": ""attacker"", ""PRODUCT"": ""Interactive Graphical SCADA System Data Server"", ""VERSION"": ""V15.0.0.22020 and prior"", ""COMPONENT"": ""nan""}"
"A CWE-120: Buffer Copy without Checking Size of Input vulnerability exists that could cause a stack-based buffer overflow potentially leading to remote code execution when an attacker sends a specially crafted message. Affected Products: IGSS Data Server - IGSSdataServer.exe (Versions prior to V15.0.0.22073)","{""ROOTCAUSE"": ""Buffer Copy without Checking Size of Input"", ""WEAKNESS"": ""stack-based buffer overflow"", ""IMPACT"": ""remote code execution"", ""VECTOR"": ""specially crafted message"", ""ATTACKER"": ""attacker"", ""PRODUCT"": ""IGSS Data Server"", ""VERSION"": """", ""COMPONENT"": ""IGSSdataServer.exe""}"
"encoding/pem in Go before 1.17.9 and 1.18.x before 1.18.1 has a Decode stack overflow via a large amount of PEM data.","{""ROOTCAUSE"": """", ""WEAKNESS"": """", ""IMPACT"": ""stack overflow"", ""VECTOR"": ""large amount of PEM data"", ""ATTACKER"": """", ""PRODUCT"": ""encoding/pem in Go"", ""VERSION"": ""before 1.17.9 and 1.18.x before 1.18.1"", ""COMPONENT"": ""Decode""}"
"cmark-gfm is GitHub's extended version of the C reference implementation of CommonMark. Prior to versions 0.29.0.gfm.3 and 0.28.3.gfm.21, an integer overflow in cmark-gfm's table row parsing `table.c:row_from_string` may lead to heap memory corruption when parsing tables who's marker rows contain more than UINT16_MAX columns. The impact of this heap corruption ranges from Information Leak to Arbitrary Code Execution depending on how and where `cmark-gfm` is used. If `cmark-gfm` is used for rendering remote user controlled markdown, this vulnerability may lead to Remote Code Execution (RCE) in applications employing affected versions of the `cmark-gfm` library. This vulnerability has been patched in the following cmark-gfm versions 0.29.0.gfm.3 and 0.28.3.gfm.21. A workaround is available. The vulnerability exists in the table markdown extensions of cmark-gfm. Disabling the table extension will prevent this vulnerability from being triggered.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""integer overflow"", ""IMPACT"": ""heap memory corruption"", ""VECTOR"": ""tables who's marker rows contain more than UINT16_MAX columns"", ""ATTACKER"": """", ""PRODUCT"": ""cmark-gfm"", ""VERSION"": ""Prior to versions 0.29.0.gfm.3 and 0.28.3.gfm.2"", ""COMPONENT"": ""nan""}"
"Use after free in Guest View in Google Chrome prior to 103.0.5060.134 allowed an attacker who convinced a user to install a malicious extension to potentially exploit heap corruption via a crafted HTML page.","{""ROOTCAUSE"": ""Use after free"", ""WEAKNESS"": """", ""IMPACT"": ""heap corruption"", ""VECTOR"": ""crafted HTML page"", ""ATTACKER"": ""remote attacker"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": ""prior to 103.0.5060.134"", ""COMPONENT"": ""Guest View""}"
"Use after free in PDF in Google Chrome prior to 103.0.5060.134 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.","{""ROOTCAUSE"": ""Use after free"", ""WEAKNESS"": """", ""IMPACT"": ""heap corruption"", ""VECTOR"": ""crafted HTML page"", ""ATTACKER"": ""remote attacker"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": ""prior to 103.0.5060.134"", ""COMPONENT"": ""PDF""}"
"yajl-ruby is a C binding to the YAJL JSON parsing and generation library. The 1.x branch and the 2.x branch of `yajl` contain an integer overflow which leads to subsequent heap memory corruption when dealing with large (~2GB) inputs. The reallocation logic at `yajl_buf.c#L64` may result in the `need` 32bit integer wrapping to 0 when `need` approaches a value of 0x80000000 (i.e. ~2GB of data), which results in a reallocation of buf->alloc into a small heap chunk. These integers are declared as `size_t` in the 2.x branch of `yajl`, which practically prevents the issue from triggering on 64bit platforms, however this does not preclude this issue triggering on 32bit builds on which `size_t` is a 32bit integer. Subsequent population of this under-allocated heap chunk is based on the original buffer size, leading to heap memory corruption. This vulnerability mostly impacts process availability. Maintainers believe exploitation for arbitrary code execution is unlikely. A patch is available and anticipated to be part of yajl-ruby version 1.4.2. As a workaround, avoid passing large inputs to YAJL.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""integer overflow"", ""IMPACT"": ""heap memory corruption"", ""VECTOR"": ""large (~2GB) inputs"", ""ATTACKER"": """", ""PRODUCT"": ""yajl-ruby"", ""VERSION"": ""1.x branch and the 2.x branch"", ""COMPONENT"": ""nan""}"
"Use after free in Service Worker API in Google Chrome prior to 103.0.5060.134 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.","{""ROOTCAUSE"": ""Use after free"", ""WEAKNESS"": """", ""IMPACT"": ""heap corruption"", ""VECTOR"": ""crafted HTML page"", ""ATTACKER"": ""remote attacker"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": ""prior to 103.0.5060.134"", ""COMPONENT"": ""Service Worker API""}"
"Use after free in Views in Google Chrome prior to 103.0.5060.134 allowed a remote attacker who convinced a user to engage in specific user interactions to potentially exploit heap corruption via UI interaction.","{""ROOTCAUSE"": ""Use after free"", ""WEAKNESS"": """", ""IMPACT"": ""heap corruption"", ""VECTOR"": ""UI interaction"", ""ATTACKER"": ""remote attacker"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": ""prior to 103.0.5060.134"", ""COMPONENT"": ""Views""}"
"Rsyslog is a rocket-fast system for log processing. Modules for TCP syslog reception have a potential heap buffer overflow when octet-counted framing is used. This can result in a segfault or some other malfunction. As of our understanding, this vulnerability can not be used for remote code execution. But there may still be a slight chance for experts to do that. The bug occurs when the octet count is read. While there is a check for the maximum number of octets, digits are written to a heap buffer even when the octet count is over the maximum, This can be used to overrun the memory buffer. However, once the sequence of digits stop, no additional characters can be added to the buffer. In our opinion, this makes remote exploits impossible or at least highly complex. Octet-counted framing is one of two potential framing modes. It is relatively uncommon, but enabled by default on receivers. Modules `imtcp`, `imptcp`, `imgssapi`, and `imhttp` are used for regular syslog message reception. It is best practice not to directly expose them to the public. When this practice is followed, the risk is considerably lower. Module `imdiag` is a diagnostics module primarily intended for testbench runs. We do not expect it to be present on any production installation. Octet-counted framing is not very common. Usually, it needs to be specifically enabled at senders. If users do not need it, they can turn it off for the most important modules. This will mitigate the vulnerability.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""heap buffer overflow"", ""IMPACT"": ""segfault or some other malfunction"", ""VECTOR"": ""octet-counted framing"", ""ATTACKER"": """", ""PRODUCT"": ""Rsyslog"", ""VERSION"": """", ""COMPONENT"": ""Modules for TCP syslog reception""}"
"Out-of-Bounds error in GBL parser in Silicon Labs Gecko Bootloader version 4.0.1 and earlier allows attacker to overwrite flash Sign key and OTA decryption key via malicious bootloader upgrade.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""Out-of-Bounds error"", ""IMPACT"": ""overwrite flash Sign key and OTA decryption key"", ""VECTOR"": ""malicious bootloader upgrade"", ""ATTACKER"": ""attacker"", ""PRODUCT"": ""Silicon Labs Gecko Bootloader"", ""VERSION"": ""version 4.0.1 and earlier"", ""COMPONENT"": ""GBL parser""}"
"A privilege escalation to root exists in Eternal Terminal prior to version 6.2.0. This is due to the combination of a race condition, buffer overflow, and logic bug all in PipeSocketHandler::listen().","{""ROOTCAUSE"": [""race condition"", ""logic bug""], ""WEAKNESS"": ""buffer overflow"", ""IMPACT"": ""privilege escalation to root"", ""VECTOR"": """", ""ATTACKER"": """", ""PRODUCT"": ""Eternal Terminal"", ""VERSION"": ""prior to version 6.2.0"", ""COMPONENT"": ""PipeSocketHandler::listen()""}"
"An issue was discovered in drivers/usb/gadget/composite.c in the Linux kernel before 5.16.10. The USB Gadget subsystem lacks certain validation of interface OS descriptor requests (ones with a large array index and ones associated with NULL function pointer retrieval). Memory corruption might occur.","{""ROOTCAUSE"": ""lacks certain validation"", ""WEAKNESS"": ""NULL function pointer retrieval"", ""IMPACT"": ""memory corruption"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""nan"", ""VERSION"": ""Linux kernel before 5.16.10"", ""COMPONENT"": ""drivers/usb/gadget/composite.c""}"
"An integer overflow in WatchGuard Firebox and XTM appliances allows an authenticated remote attacker to trigger a heap-based buffer overflow and potentially execute arbitrary code by initiating a firmware update with a malicious upgrade image. This vulnerability impacts Fireware OS before 12.7.2_U2, 12.x before 12.1.3_U8, and 12.2.x through 12.5.x before 12.5.9_U2.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": [""integer overflow"", ""heap-based buffer overflow""], ""IMPACT"": ""arbitrary code execution"", ""VECTOR"": ""firmware update"", ""ATTACKER"": ""authenticated remote attacker"", ""PRODUCT"": ""WatchGuard Firebox and XTM appliances"", ""VERSION"": ""Fireware OS before 12.7.2_U2, 12.x before 12.1.3_U8, and 12.2.x through 12.5.x before 12.5.9_U2"", ""COMPONENT"": ""nan""}"
"A stack-based buffer overflow flaw was found in the Fribidi package. This flaw allows an attacker to pass a specially crafted file to the Fribidi application, which leads to a possible memory leak or a denial of service.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": [""stack-based buffer overflow"", ""memory leak""], ""IMPACT"": ""denial of service"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Fribidi package"", ""VERSION"": ""nan"", ""COMPONENT"": ""nan""}"
"Tenda AC9 v15.03.2.21 was discovered to contain a stack overflow via the schedendtime parameter in the openSchedWifi function.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""stack overflow"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Tenda AC9"", ""VERSION"": ""v15.03.2.21"", ""COMPONENT"": ""openSchedWifi function""}"
"Tenda AC9 v15.03.2.21 was discovered to contain a stack overflow via the deviceId parameter in the saveparentcontrolinfo function.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""stack overflow"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Tenda AC9"", ""VERSION"": ""v15.03.2.21"", ""COMPONENT"": ""saveparentcontrolinfo function""}"
