"cve_id","Container","adp_providerMetadata_orgId","adp_providerMetadata_shortName","adp_providerMetadata_dateUpdated","CVE_Description","cna_providerMetadata_orgId","cna_providerMetadata_shortName","cna_providerMetadata_dateUpdated","CWE_ID","CWE_Description","description_length"
"CVE-2024-32163","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T19:40:42.766Z","CMSeasy is vulnerable to code execution","","","","CWE-22","CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","39"
"CVE-2024-32674","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-08T15:07:56.087Z","Heateor Social Login WordPress prior to contains a cross-site scripting vulnerability If this vulnerability is exploited an arbitrary script may be executed on the web browser of the user who accessed the website using the product","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","230"
"CVE-2024-32613","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-09T18:12:03.541Z","Library through contains a heap-based buffer over-read in the function in a different vulnerability than","","","","CWE-122","CWE-122 Heap-based Buffer Overflow","104"
"CVE-2024-32335","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-25T19:45:52.541Z","TOTOLINK contains a Store Cross-site scripting XSS vulnerability in Access Control under the Wireless Page","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","106"
"CVE-2024-32312","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T19:49:03.686Z","Tenda firmware has a stack overflow vulnerability located in the adslPwd parameter of the formWanParameterSetting function","","","","CWE-121","CWE-121 Stack-based Buffer Overflow","122"
"CVE-2024-32605","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-09T18:35:48.439Z","Library through has a heap-based buffer over-read in in called from in","","","","CWE-122","CWE-122 Heap-based Buffer Overflow","70"
"CVE-2024-32210","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T13:16:16.216Z","The LoMag WareHouse Management application version and older were to utilize hard-coded passwords by default for forms and SQL connections","","","","CWE-259","CWE-259 Use of Hard-coded Password","138"
"CVE-2024-32258","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T18:12:18.454Z","The network server of fceux has a path traversal vulnerability allowing attackers to overwrite any files on the server without authentication by fake ROM","","","","CWE-22","CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","153"
"CVE-2024-32355","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-14T18:39:16.210Z","TOTOLINK was discovered to contain a command injection vulnerability via the password parameter in the setSSServer function","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')","123"
"CVE-2024-32620","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-09T18:07:54.251Z","Library through contains a heap-based buffer over-read in in resulting in the corruption of the instruction pointer","","","","CWE-122","CWE-122 Heap-based Buffer Overflow","115"
"CVE-2024-32392","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-20T00:17:59.603Z","Cross Site Scripting vulnerability in CmSimple allows a remote attacker to execute arbitrary code via the functions.php component","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","129"
"CVE-2024-32287","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T19:44:24.142Z","Tenda firmware has a stack overflow vulnerability via the qos parameter in the fromqossetting function","","","","CWE-121","CWE-121 Stack-based Buffer Overflow","102"
"CVE-2024-32612","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-09T18:12:07.563Z","Library through contains a heap-based buffer over-read in in resulting in the corruption of the instruction pointer a different vulnerability than","","","","CWE-122","CWE-122 Heap-based Buffer Overflow","146"
"CVE-2024-32318","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T15:40:15.328Z","Tenda firmware has a stack overflow vulnerability via the vlan parameter in the formSetVlanInfo function","","","","CWE-121","CWE-121 Stack-based Buffer Overflow","104"
"CVE-2024-32305","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-05T16:11:59.003Z","Tenda firmware has a stack overflow vulnerability located via the PPW parameter in the fromWizardHandle function","","","","CWE-121","CWE-121 Stack-based Buffer Overflow","112"
"CVE-2024-32292","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T20:04:27.280Z","Tenda firmware contains a command injection vulnerablility in the formexeCommand function via the cmdinput parameter","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')","116"
"CVE-2024-32325","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-19T14:58:53.392Z","TOTOLINK contains a Cross-site scripting XSS vulnerability through the ssid parameter in the setWiFiExtenderConfig function","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","123"
"CVE-2024-32407","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T22:10:20.421Z","An issue in inducer relate before allows a remote attacker to execute arbitrary code via a crafted payload to the Page Sandbox feature","","","","CWE-1336","CWE-1336 Improper Neutralization of Special Elements Used in a Template Engine","134"
"CVE-2024-32354","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-14T19:53:56.152Z","TOTOLINK was discovered to contain a command injection vulnerability via the timeout parameter in the setSSServer function at cgi-bin/cstecgi.cgi","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')","145"
"CVE-2024-32229","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-05T15:10:32.779Z","FFmpeg contains a heap-buffer-overflow at in copy_column","","","","CWE-122","CWE-122 Heap-based Buffer Overflow","56"
"CVE-2024-32418","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T15:27:43.174Z","An issue in flusity CMS allows a remote attacker to execute arbitrary code via the add_addon.php component","","","","CWE-269","CWE-269 Improper Privilege Management","106"
"CVE-2024-32418","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T15:27:43.174Z","An issue in flusity CMS allows a remote attacker to execute arbitrary code via the add_addon.php component","","","","CWE-284","CWE-284 Improper Access Control","106"
"CVE-2024-32339","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-13T16:36:28.341Z","Multiple cross-site scripting XSS vulnerabilities in the HOW TO page of WonderCMS allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into any of the parameters","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","197"
"CVE-2024-32409","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T19:02:44.138Z","An issue in SEMCMS allows a remote attacker to execute arbitrary code via a crafted script","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","90"
"CVE-2024-32353","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-16T18:37:42.737Z","TOTOLINK was discovered to contain a command injection vulnerability via the port parameter in the setSSServer function at cgi-bin/cstecgi.cgi","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')","142"
"CVE-2024-32327","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-19T18:35:05.992Z","TOTOLINK contains a Store Cross-site scripting XSS vulnerability in Port Forwarding under the Firewall Page","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","107"
"CVE-2024-32311","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T19:53:29.491Z","Tenda firmware has a stack overflow vulnerability via the adslPwd parameter in the formWanParameterSetting function","","","","CWE-121","CWE-121 Stack-based Buffer Overflow","115"
"CVE-2024-32228","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-02T15:49:57.278Z","FFmpeg is vulnerable to Buffer Overflow There is a SEGV at in hevc_frame_end","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')","76"
"CVE-2024-32228","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-02T15:49:57.278Z","FFmpeg is vulnerable to Buffer Overflow There is a SEGV at in hevc_frame_end","","","","CWE-121","CWE-121 Stack-based Buffer Overflow","76"
"CVE-2024-32343","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T15:46:00.281Z","A cross-site scripting XSS vulnerability in the Create Page of Boid CMS allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Content parameter","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","187"
"CVE-2024-32745","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T15:59:29.158Z","A cross-site scripting XSS vulnerability in the Settings section of WonderCMS allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the PAGE DESCRIPTION parameter under the CURRENT PAGE module","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","232"
"CVE-2024-32909","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-14T18:01:05.487Z","In handle_msg of main.cpp there is a possible out of bounds write due to a heap buffer overflow This could lead to local escalation of privilege with no additional execution privileges needed User interaction is not needed for exploitation","","","","CWE-787","CWE-787 Out-of-bounds Write","239"
"CVE-2024-32337","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-12T20:24:56.222Z","A cross-site scripting XSS vulnerability in the Settings section of WonderCMS allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the ADMIN LOGIN URL parameter under the Security module","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","227"
"CVE-2024-32349","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-14T19:59:06.100Z","TOTOLINK was discovered to contain an authenticated remote command execution RCE vulnerability via the mtu parameters in the cstecgi.cgi binary","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')","143"
"CVE-2024-32370","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-29T19:25:39.955Z","An issue in HSC Cybersecurity HC Mailinspector through allows a remote attacker to obtain sensitive information via a crafted payload to the id parameter in the mliSystemUsers.php component","","","","CWE-782","CWE-782 Exposed IOCTL with Insufficient Access Control","189"
"CVE-2024-32025","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T00:35:04.072Z","Kohya_ss is a GUI for Kohya's Stable Diffusion trainers Kohya_ss is vulnerable to a command injection in group_images_gui.py This vulnerability is fixed in","","","","CWE-77","CWE-77: Improper Neutralization of Special Elements used in a Command ('Command Injection')","155"
"CVE-2024-32737","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-09T17:27:13.881Z","A sql injection vulnerability exists in CyberPower PowerPanel Enterprise prior to An unauthenticated remote attacker can leak sensitive information via the query_contract_result function within MCUDBHelper","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","205"
"CVE-2024-32162","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T15:29:22.303Z","CMSeasy is vulnerable to Arbitrary file deletion","","","","CWE-791","CWE-791 Incomplete Filtering of Special Elements","48"
"CVE-2024-32302","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T18:45:14.980Z","Tenda firmware has a stack overflow vulnerability via the PPW parameter in the fromWizardHandle function","","","","CWE-121","CWE-121 Stack-based Buffer Overflow","104"
"CVE-2024-32211","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-06T20:34:16.960Z","An issue in LOGINT LoMag Inventory Management and before allows a local attacker to obtain sensitive information via the UserClass.cs and Settings.cs components","","","","CWE-328","CWE-328 Use of Weak Hash","160"
"CVE-2024-32896","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-14T14:12:27.882Z","there is a possible way to bypass due to a logic error in the code This could lead to local escalation of privilege with no additional execution privileges needed User interaction is needed for exploitation","","","","CWE-783","CWE-783 Operator Precedence Logic Error","206"
"CVE-2024-32616","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-09T18:11:59.632Z","Library through contains a heap-based buffer over-read in in","","","","CWE-122","CWE-122 Heap-based Buffer Overflow","60"
"CVE-2024-32743","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T20:53:28.356Z","A cross-site scripting XSS vulnerability in the Settings section of WonderCMS allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the SITE LANGUAGE CONFIG parameter under the Security module","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","232"
"CVE-2024-32371","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-29T19:28:09.074Z","An issue in HSC Cybersecurity HC Mailinspector through allows a regular user account to escalate their privileges and gain administrative access by changing the type parameter from to","","","","CWE-20","CWE-20 Improper Input Validation","183"
"CVE-2024-32849","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-11T14:43:32.604Z","Trend Micro Security Consumer is vulnerable to a Privilege Escalation vulnerability that could allow a local attacker to unintentionally delete privileged Trend Micro files including its own","","","","CWE-269","CWE-269 Improper Privilege Management","190"
"CVE-2024-32893","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-14T18:01:52.893Z","In of exynos_dvfs.c there is a possible out of bounds read due to improper casting This could lead to local information disclosure with no additional execution privileges needed User interaction is not needed for exploitation","","","","CWE-125","CWE-125 Out-of-bounds Read","225"
"CVE-2024-32313","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T19:48:31.044Z","Tenda firmware has a stack overflow vulnerability located via the adslPwd parameter of the formWanParameterSetting function","","","","CWE-121","CWE-121 Stack-based Buffer Overflow","123"
"CVE-2024-32907","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-17T16:40:58.262Z","In memcall_add of memlog.c there is a possible buffer overflow due to improper input validation This could lead to local escalation of privilege with no additional execution privileges needed User interaction is not needed for exploitation","","","","CWE-20","CWE-20 Improper Input Validation","239"
"CVE-2024-32342","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-12T20:21:32.266Z","A cross-site scripting XSS vulnerability in the Create Page of Boid CMS allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Permalink parameter","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","189"
"CVE-2024-35551","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T15:42:30.648Z","idccms was discovered to contain a Cross-Site Request Forgery CSRF via the component admin/infoWeb_deal.php?mudi=add","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)","116"
"CVE-2024-35352","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-30T19:23:06.278Z","A vulnerability has been discovered in Dino Physics School Assistant version This vulnerability impacts unidentified code within the file classes/Users.php?f=save Manipulating the parameter middlename results in cross-site scripting","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","232"
"CVE-2024-35056","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-21T18:49:19.360Z","NASA AIT-Core was discovered to contain multiple SQL injection vulnerabilities via the query_packets and insert functions","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","121"
"CVE-2024-35396","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-28T15:16:39.198Z","TOTOLINK was discovered to contain a hardcoded password for telnet in web_cste/cgi-bin/product.ini which allows attackers to log in as root","","","","CWE-284","CWE-284 Improper Access Control","139"
"CVE-2024-35049","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-15T15:15:40.856Z","SurveyKing was discovered to keep users sessions active after logout Related to an incomplete fix for","","","","CWE-613","CWE-613 Insufficient Session Expiration","101"
"CVE-2024-35350","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-06T14:51:51.026Z","A vulnerability has been discovered in Dino Physics School Assistant version The vulnerability impacts an unidentified code within the file admin/?page=borrow/view_borrow Manipulating the argument id can result in SQL injection","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","227"
"CVE-2024-35801","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-03T16:56:51.808Z","In the Linux kernel the following vulnerability has been resolved Keep xfd_state in sync with Commit Update XFD state where required and commit Add XFD state to fpstate introduced a per CPU variable xfd_state to keep the value cached in order to avoid unnecessary writes to the MSR On CPU hotplug is reset to the init_fpstate.xfd which wipes out any stale state But the per CPU cached xfd value is not reset which brings them out of sync As a consequence a subsequent xfd_update_state might fail to update the MSR which in turn can result in XRSTOR raising a NM in kernel space which crashes the kernel To fix this introduce xfd_set_state to write xfd_state together with and use it in all places that set","","","","CWE-416","CWE-416 Use After Free","705"
"CVE-2024-35057","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T14:58:40.990Z","An issue in NASA AIT-Core allows attackers to execute arbitrary code via a crafted packet","","","","CWE-319","CWE-319 Cleartext Transmission of Sensitive Information","89"
"CVE-2024-35853","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-20T17:19:14.190Z","In the Linux kernel the following vulnerability has been resolved mlxsw spectrum_acl_tcam Fix memory leak during rehash The rehash delayed work migrates filters from one region to another This is done by iterating over all chunks all the filters with the same priority in the region and in each chunk iterating over all the filters If the migration fails the code tries to migrate the filters back to the old region However the rollback itself can also fail in which case another migration will be erroneously performed Besides the fact that this ping pong is not a very good idea it also creates a problem Each virtual chunk references two chunks The currently used one vchunk->chunk and a backup During migration the first holds the chunk we want to migrate filters to and the second holds the chunk we are migrating filters from The code currently assumes but does not verify that the backup chunk does not exist NULL if the currently used chunk does not reference the target region This assumption breaks when we are trying to rollback a rollback resulting in the backup chunk being overwritten and leaked Fix by not rolling back a failed rollback and add a warning to avoid future cases WARNING CPU PID at Modules linked in CPU PID Comm Tainted G W Hardware name Mellanox Technologies Ltd BIOS Workqueue mlxsw_core mlxsw_sp_acl_tcam_vregion_rehash_work RIP Call","","","","CWE-416","CWE-416 Use After Free","1366"
"CVE-2024-35430","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-30T19:14:51.977Z","In ZKTeco ZKBio CVSecurity an authenticated user can bypass password checks while exporting data from the application","","","","CWE-269","CWE-269 Improper Privilege Management","117"
"CVE-2024-35960","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-18T14:52:07.872Z","In the Linux kernel the following vulnerability has been resolved Properly link new fs rules into the tree Previously add_rule_fg would only add newly created rules from the handle into the tree when they had a refcount of On the other hand create_flow_handle tries hard to find and reference already existing identical rules instead of creating new ones These two behaviors can result in a situation where create_flow_handle creates a new rule and references it then in a subsequent step during the same handle creation references it again resulting in a rule with a refcount of that is not linked into the tree will have a NULL parent and root and will result in a crash when the flow group is deleted because del_sw_hw_rule invoked on rule deletion assumes node->parent is NULL This happened in the wild due to another bug related to incorrect handling of duplicate pkt_reformat ids which lead to the code in create_flow_handle incorrectly referencing a just-added rule in the same flow handle resulting in the problem described above Full details are at This patch changes add_rule_fg to add new rules without parents into the tree properly initializing them and avoiding the crash This makes it more consistent with how rules are added to an FTE in create_flow_handle","","","","CWE-476","CWE-476 NULL Pointer Dereference","1272"
"CVE-2024-35084","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-23T19:44:51.043Z","was discovered to contain a SQL injection vulnerability via the findPage function in SysMsgPushMapper.xml","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","105"
"CVE-2024-35557","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-23T15:49:38.275Z","idccms was discovered to contain a Cross-Site Request Forgery CSRF via the component admin/vpsApi_deal.php?mudi=rev&nohrefStr=close","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)","131"
"CVE-2024-35385","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-21T17:52:33.791Z","An issue in Cesanta mjs allows a remote attacker to cause a denial of service via the mjs_mk_ffi_sig function in the mjs.c file","","","","CWE-125","CWE-125 Out-of-bounds Read","127"
"CVE-2024-35581","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-30T19:04:24.541Z","A cross-site scripting XSS vulnerability in Sourcecodester Laboratory Management System allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Borrower Name input field","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')","211"
"CVE-2024-35618","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-29T18:12:40.710Z","PingCAP TiDB was discovered to contain a NULL pointer dereference via the component SortedRowContainer","","","","CWE-476","CWE-476 NULL Pointer Dereference","102"
"CVE-2024-35576","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-05T13:59:45.840Z","Tenda contains a stack overflow via the iptv.stb.port parameter in the function formSetIptv","","","","CWE-121","CWE-121 Stack-based Buffer Overflow","91"
"CVE-2024-35059","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T15:00:53.000Z","An issue in the Pickle Python library of NASA AIT-Core allows attackers to execute arbitrary commands","","","","CWE-319","CWE-319 Cleartext Transmission of Sensitive Information","101"
"CVE-2024-35559","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T17:47:13.759Z","idccms was discovered to contain a Cross-Site Request Forgery CSRF via the component admin/infoMove_deal.php?mudi=rev&nohrefStr=close","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)","133"
"CVE-2024-35511","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-06T13:45:52.556Z","phpgurukul Men Salon Management System is vulnerable to SQL Injection via the username parameter of msms/admin/index.php","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","120"
"CVE-2024-35361","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-21T17:41:40.790Z","MTab Bookmark has an SQL injection vulnerability in LinkStore/getIcon An attacker can execute arbitrary SQL statements through this vulnerability without requiring any user rights","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","179"
"CVE-2024-35204","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-15T17:31:43.452Z","Veritas System Recovery before has incorrect permissions for the Veritas System Recovery folder and thus low-privileged users can conduct attacks","","","","CWE-272","CWE-272 Least Privilege Violation","145"
"CVE-2024-35799","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-31T14:22:41.995Z","In the Linux kernel the following vulnerability has been resolved drm/amd/display Prevent crash when disable stream Why Disabling stream encoder invokes a function that no longer exists How Check if the function declaration is NULL in disable stream encoder","","","","CWE-400","CWE-400 Uncontrolled Resource Consumption","257"
"CVE-2024-35976","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-20T14:23:47.544Z","In the Linux kernel the following vulnerability has been resolved xsk validate user input for XDP_{UMEM|COMPLETION}_FILL_RING syzbot reported an illegal copy in xsk_setsockopt Make sure to validate setsockopt optlen parameter BUG KASAN slab-out-of-bounds in copy_from_sockptr_offset inline BUG KASAN slab-out-of-bounds in copy_from_sockptr inline BUG KASAN slab-out-of-bounds in Read of size at addr by task CPU PID Comm Not tainted Hardware name Google Google Compute Engine/Google Compute Engine BIOS Google Call","","","","CWE-787","CWE-787 Out-of-bounds Write","514"
"CVE-2024-35060","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T15:00:17.997Z","An issue in the YAML Python library of NASA AIT-Core allows attackers to execute arbitrary commands via supplying a crafted YAML file","","","","CWE-319","CWE-319 Cleartext Transmission of Sensitive Information","133"
"CVE-2024-35854","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-17T17:06:14.156Z","In the Linux kernel the following vulnerability has been resolved mlxsw spectrum_acl_tcam Fix possible use-after-free during rehash The rehash delayed work migrates filters from one region to another according to the number of available credits The migrated from region is destroyed at the end of the work if the number of credits is non-negative as the assumption is that this is indicative of migration being complete This assumption is incorrect as a non-negative number of credits can also be the result of a failed migration The destruction of a region that still has filters referencing it can result in a use-after-free Fix by not destroying the region if migration failed BUG KASAN slab-use-after-free in Read of size at addr by task CPU PID Comm Tainted G W Hardware name Mellanox Technologies Ltd BIOS Workqueue mlxsw_core mlxsw_sp_acl_tcam_vregion_rehash_work Call","","","","CWE-416","CWE-416 Use After Free","875"
"CVE-2024-35081","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-23T20:02:39.110Z","LuckyFrameWeb was discovered to contain an arbitrary file deletion vulnerability via the fileName parameter in the fileDownload method","","","","CWE-22","CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","134"
"CVE-2024-35595","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-06T15:46:28.692Z","An arbitrary file upload vulnerability in the File Preview function of Xintongda OA allows attackers to execute arbitrary code via uploading a crafted PDF file","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","159"
"CVE-2024-35670","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-17T20:36:03.743Z","Broken Authentication vulnerability in SoftLab Integrate Google Drive.This issue affects Integrate Google Drive from n/a through","","","","CWE-287","CWE-287 Improper Authentication","128"
"CVE-2024-35058","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T14:53:27.221Z","An issue in the API wait function of NASA AIT-Core allows attackers to execute arbitrary code via supplying a crafted string","","","","CWE-319","CWE-319 Cleartext Transmission of Sensitive Information","124"
